name,price
Dell Inspiron 14 5401 Silver 5401-9039,"1.028,04"
HP EliteBook 840 G7 Silver 1J5U4EA#B1R,"1.532,45"
HP 250 G7 Black 14Z92EA PL,"905,00"
Dell Latitude 5410 Silver S001L541014PL,"1.013,87"
Lenovo IdeaPad 3-15IMH 81Y400JPPB,"1.000,00"
Lenovo Legion Y540-15IRH 81SX010YPB PL,"1.110,00"
Fujitsu Lifebook E549 VFY:E5490M451FBA,"729,48"
Fujitsu Lifebook U729 Black PCK:U7290MP001BA,"867,71"
Lenovo ThinkBook 13s 20RR0004PB PL,"1.055,76"
Lenovo ThinkPad T490 Black 20N2005UMH,"1.065,00"
Lenovo ThinkPad T490 Black 20N2005TMH,"1.640,92"
Fujitsu Lifebook U7510 Black VFY:U7510MC7KNNC,"1.268,82"
HP EliteBook 840 G7 Silver 1J5W1EA#B1R,"1.776,32"
Lenovo ThinkPad X1 Carbon 8th Gen 20U9006LMH PL,"2.609,00"
Acer TravelMate P645 NX.VAFEL.003,"1.130,00"
Lenovo IdeaPad 3-14ADA Grey PL,"687,49"
Lenovo IdeaPad 3-15IMH Gaming 120Hz 81Y400JAPB PL,"915,57"
HP 250 G7 Black 3C100EA PL,"694,54"
Lenovo ThinkPad X390 Black 20Q0005NPB PL,"1.490,00"
HP EliteBook 840 G6 7KP13EA#B1R,"1.073,38"
Lenovo ThinkBook 13s 20RR0007PB PL,"925,00"
HP EliteBook x360 1030 G4 Silver 7YL50EA#B1R,"1.755,00"
Lenovo ThinkPad E14 Black 20RA000WPB PL,"837,49"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KSMH,"2.069,73"
Lenovo ThinkPad L490 Black 20Q50021MH,"845,00"
HP EliteBook x360 1040 G6 7KN26EA#B1R,"1.525,25"
Dell G5 15 5500-6766 Black PL,"2.028,53"
Lenovo Ideapad S540-14API 81NF00G3PB,"957,49"
Lenovo ThinkPad P14s Gen 1 20S4001BMH,"1.870,68"
Dell G3 15 3500 273405386 Black EN,"1.306,79"
Dell Latitude 5411 Grey N004L541114EMEA,"1.365,00"
"Apple MacBook Pro 13.3"" Retina with Touch Bar QC / i5 1.4GHz / 8GB / 256 SSD / ENG Space Grey","1.684,23"
Lenovo ThinkPad T15 Gen 1 20S6002XMH,"1.420,00"
Lenovo ThinkPad X1 Carbon Gen 8 20U90046MH,"2.540,00"
HP EliteBook 830 G6 6XD27EA#B1R,"950,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK01CFPB PL,"1.000,00"
HP ProBook 430 G7 Silver 8VT36EA#B1R,"829,67"
Dell Vostro 3590 Black i7 8/256GB W10P PL,"1.017,56"
Lenovo ThinkPad X395 Black 20NL000JPB PL,"1.025,00"
Lenovo ThinkPad L13 Silver 20R30006PB PL,"986,55"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KPPB PL,"1.605,00"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00B4PB PL,"1.820,00"
MSI GE65 Raider 9SF-071PL PL,"2.330,00"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L1MH,"2.270,12"
Lenovo ThinkPad T490 Black 20N2005VMH,"1.355,00"
Lenovo ThinkPad T590 Black 20N4004EMH,"1.425,00"
Dell Vostro 14 5401 Grey N4113NVN5401EMEA01_2101_ubu,"866,60"
Fujitsu Lifebook E459 Black VFY:E4590M431FBA,"615,93"
Lenovo ThinkPad P1 Gen 3 Black 20TH000VMH,"2.790,28"
Lenovo Ideapad S540-13 81XA007TPB PL,"1.104,99"
"Dell Latitude 7410 14"" N008L741014EMEA Gray","1.640,00"
Lenovo IdeaPad 3-15ILL 81WE00MQLT EN,"579,99"
Dell G3 15 3500-4267 White PL,"1.022,01"
Dell Latitude 5411 Grey N001L541114EMEA,"1.135,00"
Lenovo Legion Y540-15IRH 81SY00Q8PB PL,"1.025,00"
Lenovo Legion Y540-15IRH 81SX0116PB PL,"1.186,00"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20UB002TMH,"2.198,98"
Lenovo ThinkPad T14 Black 20S0000LMH,"1.635,00"
Lenovo ThinkPad T14s Gen 1 20T0001YMH,"2.240,00"
"Microsoft Surface Book 3 13.5"" Platinum V6F-00009 PL","1.768,67"
Lenovo ThinkBook 14 Grey 20SL000MPB PL,"943,99"
Lenovo ThinkPad T490s Black 20NX007HMH,"1.980,00"
Fujitsu Lifebook U759 VFY:U7590M451FBA,"806,00"
Dell Inspiron 14 5491 2-in-1 Silver 273282387,"755,00"
Dell Latitude 5401 Black N003L540114EMEA,"1.105,00"
Dell Latitude 3400 Black N016L340014EMEA,"885,73"
MSI GL65 Leopard 10SCSR-047XPL,"998,61"
Dell Vostro 14 5401 Grey N6003NVN5401EMEA01_2101_ubu,"992,34"
MSI Creator 17 A10SGS-098NL,"3.981,98"
Lenovo ThinkPad P15 Gen1 Black 20ST001TMH,"3.586,27"
Dell Vostro 14 5401 Grey N5111VN5401EMEA01_2101 PL,"916,09"
Lenovo ThinkPad P14s Gen 1 20T00059MH PL,"2.223,94"
Arvuti Acer Aspire 7 A715-41G Black,"899,00"
Lenovo ThinkPad X1 Carbon Gen 8 20U9004MMH,"2.487,47"
Dell Latitude 5410 Silver N001L541014EMEA,"1.025,00"
Lenovo ThinkPad T15 Gen 1 20S6000NPB PL,"1.344,65"
Lenovo ThinkPad T14 Black 20S0000FMH,"1.375,00"
Lenovo Legion Y540-15IRH 81SX010JPB PL,"1.120,00"
Lenovo ThinkPad L13 Black 20R30008PB PL,"1.020,75"
Lenovo ThinkPad T495s Black 20QJ000CPB PL,"1.429,18"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L2PB PL,"1.855,00"
Lenovo ThinkPad X390 Black 20Q00055MH,"1.555,00"
Lenovo ThinkPad X390 Yoga Black 20NN002JMH,"1.520,00"
ASUS TUF Gaming FX505 FX505DV-HN242T PL,"1.081,94"
Dell G7 17 7700 144Hz 273446051,"2.336,56"
Dell Precision 3551 Mobile Workstation Silver 273446263,"1.932,15"
Dell G5 15 5500-6728 Black PL,"1.433,00"
Lenovo ThinkPad P15 Gen1 Black 20ST0024MH,"2.302,73"
Lenovo ThinkPad X1 Carbon 8th Gen 20U9006HMH PL,"2.329,00"
HP EliteBook x360 1040 G6 9VZ01EA#B1R PL,"2.014,62"
Lenovo IdeaPad L340-15IRH Gaming 81LK01KFPB PL,"1.007,99"
Dell Inspiron 15 5501 Silver 5501-9152 PL,"1.075,69"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB002NPB,"2.710,37"
Lenovo ThinkPad X1 Carbon 8th Gen 20U9004HPB,"2.905,00"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB002NMH,"2.590,00"
"Microsoft Surface Book 3 13.5"" Platinum SKR-00009","2.290,28"
Lenovo ThinkPad X1 Carbon Gen 8 20U90048MH,"1.940,00"
Lenovo ThinkPad E14 Black 20RA001XPB PL,"973,85"
HP ProBook 440 G7 Silver 8VU13EA#B1R,"764,22"
"Microsoft Surface Laptop 3 13.5"" Platinum V4C-00008","1.429,27"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00AEPB PL,"2.030,00"
Dell Vostro 5490 Grey i5 8/256GB MX230 W10P PL,"1.016,00"
Lenovo ThinkPad T490s 20NX0055MH,"1.649,00"
Asus TUF Gaming A15 FA506IV-AL038T,"1.452,79"
Lenovo ThinkPad X1 Carbon 8th Gen 20U9006GMH PL,"2.199,00"
Lenovo IdeaPad L340-15IRH Gaming 81LK01KKPB,"1.031,49"
Lenovo ThinkPad X390 Black 20Q00057MX,"1.695,00"
Dell Inspiron 15 3593 Black 3593-0170,"920,00"
Dell Latitude 7310 Black N020L731013EMEA,"1.725,86"
Lenovo ThinkPad T14 Black 20S00012PB PL,"1.382,18"
Lenovo ThinkPad X13 Gen 1 20T2002MMH,"1.355,00"
Lenovo ThinkPad X13 Gen 1 20T2002SMH,"1.425,00"
Dell Vostro 3591 Black i5 8/256GB W10P PL,"961,00"
HP EliteBook 745 G6 7KN28EA#B1R,"877,49"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00ADPB PL,"2.335,00"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00ACPB PL,"1.645,00"
Lenovo ThinkPad T490 Black 20N2006FPB PL,"1.620,00"
Lenovo ThinkPad E14 Silver 20RA0015PB PL,"950,00"
Dell Latitude 3301 Grey N021L330113EMEA,"1.025,00"
Lenovo V130-14 Grey 81HQ00MMMX_128+1TB PL,"571,52"
HP 250 G7 Silver 150B6EA#ABB,"782,92"
Dell Vostro 14 5401 Grey N6003NVN5401EMEA01_2101_pro,"1.104,12"
Dell G5 15 5500-6803 Black PL,"1.290,08"
HP EliteBook 830 G7 1J5V9EA#B1R,"1.366,36"
Lenovo ThinkPad X13 Gen 1 20UF000MMH,"1.721,97"
Lenovo ThinkPad P15 Gen1 Black 20ST001RMH,"2.808,84"
HP EliteBook 830 G7 1J5T9EA#B1R,"1.405,26"
Lenovo ThinkPad X1 Carbon 8th Gen 20U90042PB,"2.245,44"
Lenovo ThinkPad X390 Black 20Q0005VMX PL,"1.740,00"
Lenovo ThinkPad T490s Black 20NX007XMX,"1.190,00"
Dell Vostro 14 3491 Black N1109PVN3491EMEA01_2101_512 PL,"895,00"
Dell G5 15 5500 273405418 Black EN,"1.996,36"
Lenovo ThinkPad L14 Gen 1 20U1000VMH,"1.060,00"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00M5PB PL,"2.305,00"
Lenovo ThinkPad X390 Black 20Q0005PPB PL,"1.525,00"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00M6MH,"2.144,28"
Fujitsu Lifebook U749 VFY:U7490M451FBA,"806,00"
Dell Latitude 5401 Black N001L540114EMEA PL,"1.105,00"
Lenovo ThinkPad T490s 20NX0078MH,"1.919,00"
Dell Latitude 5300 Black N010L530013EMEA,"1.090,17"
Dell Latitude 5500 Black N017L550015EMEA,"1.290,08"
HP ZBook 14u G5 2ZC32ES,"1.373,45"
MSI GL75 Leopard 10SCSR-036XPL PL,"975,91"
MSI GE66 Raider 10SF-274PL PL,"2.127,71"
HP 470 G7 9TX51EA PL,"956,59"
Lenovo ThinkPad P15 Gen1 Black 20ST001VMH,"3.859,02"
Lenovo V130-15IGM Iron Grey 81HL0023EU,"412,49"
Dell Vostro 14 5401 Grey N5111VN5401EMEA01_2101_ubu,"758,54"
Dell Latitude 3310 Touch N005L3310132IN1EMEA_VI,"796,48"
Fujitsu LifeBook U7410 VFY:U7410M172FBA,"1.208,35"
Lenovo ThinkPad T14s Gen 1 Black 20T00056MH PL,"1.499,00"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB004FMH PL,"2.427,99"
HP EliteBook x360 1030 G4 Silver 9VY99EA#B1R,"2.014,62"
Lenovo ThinkPad X13 Gen 1 20T2002MPB,"1.479,87"
Lenovo IdeaPad 3-14ADA Grey 81W00053PB PL,"619,99"
Dell Latitude 5310 Grey N004L531013EMEA,"1.100,00"
Dell Latitude 3410 Black N014L341014EMEA,"1.000,00"
HP EliteBook 840 G6 i5 8/256GB W10P,"1.216,54"
Lenovo ThinkPad T14 Black 20S00011PB PL,"1.415,67"
Dell Latitude 3510 Black N017L351015EMEA PL,"1.240,23"
Lenovo ThinkPad T15 Gen 1 20S60023PB PL,"2.020,00"
Lenovo ThinkPad L14 Gen 1 20U10011MH,"1.073,15"
Lenovo ThinkPad T14s Gen 1 20T0001UMH,"1.795,27"
Lenovo ThinkPad T14s Gen 1 20T0001NMH,"1.600,00"
Lenovo ThinkPad T14s Gen 1 20T0001JMH,"1.439,58"
Arvuti Asus ZenBook 14 UX433FAC Blue,"1.199,00"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00M5MH,"2.345,00"
Lenovo ThinkPad L490 Black 20Q50027PB PL,"810,49"
Lenovo ThinkPad X390 Black 20Q00060MH,"2.086,74"
Lenovo ThinkPad X390 Black 20Q00057MH,"1.700,00"
HP EliteBook 830 G6 6XE59EA#B1R,"1.025,00"
Dell Latitude 7300 Carbon Fiber 273185417,"1.178,53"
Dell Precision 5750 273446187 PL,"3.529,34"
HP EliteBook 745 G6 6XE86EA PL,"1.094,05"
MSI GE75 Raider 10SF-276PL PL,"2.173,16"
Asus ROG Strix SCAR III G531GW-AL099T PL,"1.651,82"
Lenovo ThinkPad T15 Gen 1 20S6005JMH PL,"2.047,83"
Lenovo ThinkPad P17 20SN0023MH PL,"3.716,48"
Dell G5 15 5500 Black 144Hz 273446050,"1.229,07"
Dell G5 15 5500 Black 120Hz 273446059,"1.063,92"
Lenovo ThinkPad L14 Gen 1 20U1002VMH PL,"991,92"
Dell G7 17 7700 300Hz 273446052,"2.629,97"
Dell Vostro 14 5401 Grey N4111VN5401EMEA01_2101_pro,"913,16"
Dell Vostro 14 5401 Grey N4105BPVN5401EMEA01_2101_ubu,"758,54"
Dell Vostro 14 5401 Grey N6001VN5401EMEA01_2101_pro,"792,07"
Lenovo ThinkPad X390 Yoga Black 20NN00FDMX,"1.175,00"
Lenovo ThinkPad T14s Gen 1 Black 20T00058MH PL,"1.733,70"
HP EliteBook 830 G7 1J5T8EA#B1R,"1.205,00"
Fujitsu Lifebook E5510 Black PCK:E5510MC5GNNC,"936,82"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB002LPB,"2.500,00"
Dell Latitude 5410 Silver N024L541014EMEA,"1.329,03"
Lenovo ThinkPad T14s Gen 1 20T0001EPB PL,"1.900,00"
Lenovo ThinkPad T490s Black 20NX007GPB PL,"2.028,49"
Fujitsu Lifebook U759 VFY:U7590M431FBA,"953,30"
Lenovo ThinkPad T490s Silver 20NX006TPB PL,"1.575,93"
Lenovo ThinkPad T495 Black 20NJ0011PB PL,"1.285,00"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KUPB PL,"2.109,24"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00A9PB PL,"1.595,00"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KWPB PL,"2.030,00"
Lenovo ThinkPad E14 Black 20RA001MPB PL,"1.077,47"
HP EliteBook 840 G6 7KP12EA#B1R,"1.052,84"
Lenovo ThinkPad T490s 20NX006SMH,"1.425,00"
Lenovo ThinkPad T490 Black 20N20076MH,"1.565,00"
Lenovo ThinkPad X390 Yoga Black 20NN00FDMH,"1.175,00"
Fujitsu Lifebook U749 VFY:U7490M454SNC,"1.035,56"
Lenovo ThinkPad E490 Black 20N8005EPB,"655,00"
Dell Precision 5750 273446186 PL,"2.811,85"
HP ZBook 15v G5 Silver 4QH61EA PL,"1.571,11"
Dell Inspiron 5400-6568 PL,"957,73"
Asus ROG Strix G15 G512LWS-AZ050 PL,"2.121,94"
Lenovo ThinkPad X13 Gen 1 20T2006KMH PL,"1.370,66"
MSI GS66 Stealth 10SGS-024PL PL,"3.377,22"
Dell G7 17 7700 300Hz 273446053,"2.272,67"
HP EliteBook 845 G7 229R2EA#B1R,"1.545,28"
Lenovo ThinkPad T14s Gen 1 Black 20UJ0018MH,"1.672,38"
Lenovo ThinkPad P14s Gen 1 20S40049MH PL,"1.915,55"
Dell G5 15 5500 Black 144Hz 273446061,"1.326,22"
Lenovo ThinkPad T14s Gen 1 Black 20UJ0017MH,"1.721,87"
Dell Latitude 3310 Touch N007L3310132IN1EMEA_VI,"921,47"
Lenovo ThinkPad L14 Gen 1 20U1002XMH,"991,92"
Lenovo ThinkPad X1 Carbon 8th Gen 20QD00L3MX,"1.755,00"
Fujitsu Lifebook U7310 Black VFY:U7310M15A0NC,"1.182,43"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB002LMH PL,"2.375,00"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB004EMH PL,"2.225,55"
Lenovo ThinkPad X1 Yoga 5 Iron Gray 20UB004DMH PL,"2.048,53"
Lenovo ThinkPad X1 Carbon 8th Gen 20U9004LMH PL,"2.360,94"
Fujitsu Lifebook U7310 Black VFY:U7310MC5HNNC,"1.170,08"
Lenovo ThinkPad T14 Black 20S00049PB,"1.455,00"
Lenovo ThinkPad X13 Gen 1 20T2002RMH,"1.745,00"
Lenovo ThinkPad X1 Carbon Gen 8 20U90043MH,"2.170,99"
MSI GL75 Leopard 10SCSR-003XPL,"911,63"
Lenovo ThinkPad T490 Black 20N2007JPB PL,"1.730,00"
Lenovo ThinkPad T490 Black 20N2006KPB PL,"1.806,99"
Fujitsu Lifebook U749 VFY:U7490M431FBA,"953,30"
Lenovo ThinkPad T490s Black 20NX007XMH,"1.751,03"
Lenovo ThinkPad X390 Black 20Q0005VMH PL,"1.745,00"
Lenovo ThinkPad T495 Black 20NJ000XPB PL,"1.155,00"
Dell Vostro 3590 Black i5 8/256GB DVD W10P PL,"955,00"
Lenovo ThinkPad T490 Black 20N2006JPB PL,"1.647,39"
Lenovo ThinkPad T490s 20NX0076MH,"1.770,00"
Lenovo ThinkPad X390 Black 20Q00056MH,"1.475,00"
Fujitsu Lifebook E459 Black VFY:E4590M330SNC,"625,00"
Asus ZenBook 14 UM425IA-AM022R Pine Gray PL,"950,35"
HP ZBook 15u G5 2ZC05EA PL,"1.321,22"
Dell Inspiron 5400 5400-6605 PL,"1.230,35"
Dell Inspiron 5400-664 PL,"1.048,61"
Dell Inspiron 5400 5400-6681 PL,"1.184,92"
Lenovo ThinkPad P14s Gen 1 20S4003KMH,"2.533,22"
Dell Vostro 14 5401 Grey N4105BPVN5401EMEA01_2101_pro,"873,58"
"Dell Mobile Precision 7550 15"" Grey 273446264 PL","2.779,56"
HP ProBook 440 G7 8VU48EA PL,"912,30"
HP Elitebook 1050 G1 Silver 3ZH18EA,"1.457,53"
Dell Latitude 3310 Touch N005L3310132in1EMEA PL,"824,35"
HP ZBook 15 G5 2ZC42EA#ABB,"2.048,20"
Asus ROG Strix SCAR 15 G532LV-AZ042 PL,"1.711,51"
Dell Vostro 14 5401 Grey N4106NVN5401EMEA01_2101_pro,"824,68"
Lenovo ThinkPad X13 Gen 1 20T2006LMH PL,"1.511,21"
Lenovo X13 Yoga Gen 1 20SX001CMH PL,"2.050,38"
Lenovo X13 Yoga Gen 1 20SX003CMH PL,"1.932,83"
Lenovo ThinkPad X13 Gen 1 20T2006PMH PL,"1.702,85"
Lenovo ThinkPad T15 Gen 1 20S6005FMH PL,"1.396,21"
Lenovo ThinkPad T15 Gen 1 20S6003MMH PL,"2.248,42"
Lenovo ThinkPad T15 Gen 1 20S6005HMH PL,"1.536,76"
Lenovo ThinkPad T14s Gen 1 Black 20T0001SMH,"2.197,32"
"Dell Latitude 7410 14"" N022L741014EMEA Gray","1.741,27"
Lenovo ThinkPad T15 Gen 1 20S6005GMH PL,"1.319,55"
Lenovo ThinkPad T14s Gen 1 Black 20T0003YPB,"2.004,70"
Lenovo ThinkPad T14 Black 20S0007LMH PL,"1.751,07"
Lenovo ThinkPad T14 Black 20S00076MH PL,"1.598,25"
Lenovo ThinkPad P15 Gen1 Black 20ST0065MH PL,"2.490,00"
Dell G5 15 5500 Black 144Hz 273446060,"1.796,27"
Lenovo ThinkPad P15v Black 20TQ003HMH PL,"2.340,70"
Lenovo ThinkPad T14 Black 20S00073MH PL,"1.333,78"
Lenovo ThinkPad T14 Black 20S00075MH PL,"1.404,73"
Lenovo ThinkPad P15 Gen1 Black 20ST0061MH PL,"3.180,83"
HP EliteBook 845 G7 229R1EA#B1R,"1.340,43"
Lenovo ThinkPad P15 Gen1 Black 20ST0064MH PL,"2.328,04"
HP EliteBook 840 G7 1J6E0EA#B1R,"1.391,25"
Dell Vostro 14 5401 Grey N4111VN5401EMEA01_2101_ubu,"801,39"
Dell Vostro 14 5401 Grey N4113NVN5401EMEA01_2101_pro,"983,03"
HP EliteBook 850 G7 1J5X5EA#B1R,"1.405,26"
Fujitsu LifeBook U7510 VFY:U7510M152FBA,"1.055,30"
Lenovo ThinkPad T14s Gen 1 Black 20T00055MH PL,"1.578,89"
Lenovo ThinkPad P15 Gen1 Black 20ST001YMH,"2.505,18"
Toshiba Dynabook Portege X30-G-12P PUR41E-0HT00VPL,"1.662,35"
Lenovo ThinkPad T14 Black 20S0000MPB PL,"2.105,00"
Lenovo ThinkPad T14 Black 20S0000LPB PL,"1.885,00"
Lenovo ThinkPad T490 Black 20N2007HPB PL,"1.623,57"
HP 340S G7 Silver 8VV01EA PL,"860,00"
Lenovo ThinkPad L13 Yoga Black 20R50008MH,"1.105,00"
Lenovo ThinkPad T490 Black 20N2006HPB PL,"1.597,99"
Lenovo ThinkPad T490 Black 20N2006EPB PL,"1.409,18"
Lenovo ThinkPad T490 Black 20N2006BPB PL,"1.720,99"
Lenovo ThinkPad T490 Black 20N2006CPB PL,"1.625,00"
Lenovo ThinkPad P43s Black 20RH001CPB PL,"2.266,74"
MSI GL75 Leopard 10SCXR-028XPL,"959,13"
MSI GL75 Leopard 10SCSR-027XPL PL,"938,57"
Lenovo IdeaPad 3-15IML05 81WB007DEU,"707,83"
Dell G7 17 7700-7008 144Hz PL,"1.889,17"
Dell G7 17 7700-6889 300Hz PL,"2.275,39"
Dell G7 17 144Hz 7700-6841 PL,"1.911,90"
Asus VivoBook 15 X509JA-EJ238 Gray,"531,86"
Dators Lenovo IP 3 I3 256GB W10,"619,00"
Dators Asus 15 A512JA I3 256GB W10,"629,00"
Dators Lenovo IP C340-14 I5 DOS,"799,00"
Dators DELL Vostro 3491 i3 W10,"649,00"
Arvuti Lenovo Ideapad 3 CEL 5205 W10,"429,00"
Dators Dell Inspiron 15 3593 i3 DOS,"699,00"
Lenovo ThinkBook 15 IIL 20SM008BMH,"1.017,22"
Lenovo IdeaPad S145-15IKB Grey 81VD00AREU,"562,00"
Lenovo ThinkPad L14 Gen 1 20U1000WMH,"958,69"
Dell Vostro 3591 Black i5 8/512GB W10P PL,"849,00"
Lenovo ThinkPad L13 Black 20R3000AMH,"1.040,00"
Dell Vostro 3590 Black i3 8/256GB DVD UHD W10P PL,"756,00"
image_urls,images
,
image_urls,images
